8.028524,-0.96424747,6.815477,1.7470081,2.055903,0.107529715,0.89389116,0.84908843,-0.5595065,-0.24871343
9.241776,0.77853304,5.824203,0.9710078,2.566483,1.6568853,0.16996895,0.8006025,-0.3016173,-0.14746915
9.16067,0.7198251,4.573034,1.9779162,1.7599533,0.72856003,0.7579343,0.5955287,-0.81473154,-0.0008367346
10.332226,1.83306,3.0271895,2.618751,1.5926603,0.90832984,0.39430654,0.46642974,-0.6207651,-0.45694572
9.958962,1.1056272,2.4248755,4.272383,1.0426937,-0.19240591,0.5824625,0.121074215,-1.14098,-0.40159592
10.11676,1.6606493,0.9954431,3.875533,1.6062902,0.50340116,0.4846173,0.6571083,-0.732765,-0.66355056
9.578704,1.2329068,0.8146193,4.3278685,1.5964181,0.10706416,0.22504151,1.1366267,-0.8009515,-0.7330751
9.027925,0.36926845,1.2174296,5.2588835,1.3751332,-0.49402657,-0.12113257,1.035054,-0.77646023,-0.7334713
9.935357,1.4850667,1.3329977,4.550766,1.4421941,0.30922085,-1.2490782,1.0604035,-0.33223027,-1.0099752
9.439362,0.120076574,2.3547766,5.6954265,0.8092212,-1.0319505,-1.0488838,0.30687046,-0.66146463,-1.0047307
9.001753,-0.49882862,4.0335207,5.2208285,0.9883739,-0.9086303,-0.74244493,-0.048194595,-0.7211093,-0.8660776
8.614573,-0.88922805,5.4279604,3.912643,1.0803208,-0.9166641,0.7648355,-0.004110129,-0.6550359,-0.8042338
8.555179,-0.081495725,5.935459,0.8476626,1.8137597,0.5557963,1.5170285,0.38204494,-0.15415418,-0.37219164
9.698854,1.2368981,4.8462343,1.0530728,2.067033,1.4150887,0.8651314,0.12702045,0.2945442,-0.7224633
9.285569,0.9596374,3.9382715,1.6613009,1.5443795,0.6373875,1.1410292,0.09774557,-0.27346966,-0.384613
10.298545,2.4020395,2.5179653,1.2937404,1.7022439,1.412247,1.2818937,0.050849225,-0.36356065,-0.26432672
10.1357,1.9151294,1.3615272,2.8489666,1.2875211,0.38950962,1.3942438,-0.103973985,-0.7106011,-0.38263106
