-1.3009932,7.9516172,5.2325616,4.7427516,2.4249938,2.0022178,0.098055676,0.82226443
-1.4710782,9.156334,3.228962,5.1049423,1.5390159,2.4455402,1.650441,0.11063396
-1.3097056,9.09226,2.3249717,3.921717,2.4210994,1.7102426,0.71709484,0.70904005
-1.3804024,10.262949,0.30175266,3.281296,2.9000862,1.547832,0.8938041,0.3545213
-1.330138,9.882046,0.22835964,2.1398041,4.530265,1.0481418,-0.21070847,0.5537183
-1.3885709,10.025798,-1.1573724,1.3876054,3.9865177,1.632553,0.47826812,0.42242953
-1.3919636,9.475121,-1.0352898,0.9249529,4.4463015,1.6270542,0.08221116,0.14694954
-1.4249696,8.907897,-0.21509631,0.6203695,5.4433722,1.4039664,-0.5173306,-0.19164793
-1.5619805,9.813803,-0.92428976,1.496008,4.7227006,1.3835355,0.29508874,-1.2997388
-1.499913,9.319302,0.7309386,1.3415171,5.987157,0.7812589,-1.0453869,-1.0760474
-1.486221,8.886359,2.445479,2.3800385,5.674381,0.93805844,-0.9190194,-0.7592733
-1.2940717,8.534457,3.9112852,3.3802383,4.4903016,1.0638783,-0.9275473,0.73599935
-1.2165818,8.499766,4.0383024,4.627428,1.4314487,1.7726808,0.5477431,1.4677973
-1.3739191,9.633047,2.229964,4.569881,1.5028554,1.9892714,1.4049821,0.83091295
-1.2515372,9.226293,1.7435405,3.568844,2.0381129,1.5147599,0.62524545,1.1081755
-1.2754605,10.248345,-0.3122508,3.3515203,1.5024582,1.6741164,1.39616,1.2520623
-1.2408904,10.0763445,-0.92118126,1.9378546,2.963573,1.3227264,0.36614078,1.361574
-1.3075144,10.300057,-1.8775438,1.6766425,2.9161265,1.5260048,0.8522256,1.0648886
-1.2853518,9.13916,-1.1579512,0.6767737,3.8359368,1.5711926,0.17010033,0.98135614
-1.3436259,8.870146,-0.8734985,0.62632877,4.397055,1.2677315,0.021782339,0.32137293
-1.4441022,9.840656,-1.0062363,1.4668378,4.389584,0.91635114,0.18420966,-0.46057943
-1.4485452,9.097216,0.7416931,1.3093421,5.345714,0.6065309,-0.94504267,-0.7863206
-1.450389,9.145976,1.1776444,2.0967457,4.261448,1.0782722,-0.27236968,-0.5287013
-1.3674358,7.9185987,3.2504716,3.3507926,2.5038025,1.6619047,0.3111836,-0.04487552
-1.342704,7.5450296,4.226483,3.5279968,2.8362896,1.611115,0.095475055,0.38266733
-1.465955,9.345535,1.3192197,4.5149865,-0.25101987,2.632189,2.8264463,0.18360952
-1.2666498,8.684045,1.4951127,3.6365602,0.65921414,1.9600346,1.7957771,1.0952942
-1.3324275,9.764694,-0.889232,3.8523757,-1.2508955,2.5505984,3.4644496,0.90430444
-1.2718561,10.075425,-2.5694425,2.258459,-0.0015563393,2.1490026,2.7963073,1.1936913
-1.3164157,10.083878,-3.033478,1.6227593,0.9097016,2.2108283,2.5284765,1.1388143
