4.270000076293945312e+01,5.940000057220458984e+00,1.377489990234375000e+03,1.184000015258789062e+02,5.889999866485595703e+00,6.460000038146972656e+00,4.900000095367431641e+00
4.300000000000000000e+01,6.579999923706054688e+00,1.377489990234375000e+03,1.141999969482421875e+02,6.190000057220458984e+00,6.639999866485595703e+00,5.000000000000000000e+00
4.340000152587890625e+01,7.090000152587890625e+00,1.377489990234375000e+03,1.124000015258789062e+02,6.849999904632568359e+00,6.710000038146972656e+00,4.900000095367431641e+00
4.370000076293945312e+01,7.119999885559082031e+00,1.413886962890625000e+03,1.103000030517578125e+02,6.849999904632568359e+00,6.670000076293945312e+00,5.000000000000000000e+00
4.390000152587890625e+01,7.840000152587890625e+00,1.413886962890625000e+03,1.071999969482421875e+02,6.889999866485595703e+00,6.849999904632568359e+00,4.900000095367431641e+00
4.420000076293945312e+01,8.489999771118164062e+00,1.413886962890625000e+03,1.048000030517578125e+02,7.309999942779541016e+00,6.900000095367431641e+00,4.900000095367431641e+00
4.420000076293945312e+01,1.039999961853027344e+01,1.433838012695312500e+03,1.058000030517578125e+02,8.390000343322753906e+00,7.130000114440917969e+00,4.800000190734863281e+00
4.500000000000000000e+01,1.050000000000000000e+01,1.433838012695312500e+03,1.038000030517578125e+02,8.819999694824218750e+00,7.400000095367431641e+00,4.800000190734863281e+00
4.520000076293945312e+01,1.077999973297119141e+01,1.433838012695312500e+03,1.055999984741210938e+02,8.310000419616699219e+00,7.090000152587890625e+00,4.800000190734863281e+00
4.559999847412109375e+01,1.001000022888183594e+01,1.476288940429687500e+03,1.098000030517578125e+02,7.400000095367431641e+00,6.789999961853027344e+00,4.599999904632568359e+00
4.590000152587890625e+01,1.002999973297119141e+01,1.476288940429687500e+03,1.020000000000000000e+02,7.570000171661376953e+00,6.730000019073486328e+00,4.800000190734863281e+00
4.629999923706054688e+01,9.949999809265136719e+00,1.476288940429687500e+03,9.477999877929687500e+01,7.269999980926513672e+00,6.739999771118164062e+00,4.900000095367431641e+00
4.679999923706054688e+01,9.649999618530273438e+00,1.491208984375000000e+03,9.611000061035156250e+01,7.420000076293945312e+00,6.989999771118164062e+00,5.099999904632568359e+00
4.729999923706054688e+01,8.970000267028808594e+00,1.491208984375000000e+03,9.344999694824218750e+01,6.880000114440917969e+00,6.960000038146972656e+00,5.199999809265136719e+00
4.779999923706054688e+01,9.350000381469726562e+00,1.491208984375000000e+03,9.744000244140625000e+01,7.760000228881835938e+00,7.210000038146972656e+00,5.099999904632568359e+00
4.809999847412109375e+01,1.051000022888183594e+01,1.530056030273437500e+03,9.245999908447265625e+01,8.619999885559082031e+00,7.510000228881835938e+00,5.099999904632568359e+00
4.859999847412109375e+01,1.131000041961669922e+01,1.530056030273437500e+03,8.966999816894531250e+01,8.779999732971191406e+00,7.579999923706054688e+00,5.099999904632568359e+00
4.900000000000000000e+01,1.193000030517578125e+01,1.530056030273437500e+03,8.979000091552734375e+01,8.670000076293945312e+00,7.539999961853027344e+00,5.400000095367431641e+00
4.929999923706054688e+01,1.292000007629394531e+01,1.560026000976562500e+03,7.930999755859375000e+01,8.800000190734863281e+00,7.809999942779541016e+00,5.500000000000000000e+00
4.990000152587890625e+01,1.201000022888183594e+01,1.560026000976562500e+03,7.602999877929687500e+01,9.359999656677246094e+00,8.039999961853027344e+00,5.500000000000000000e+00
5.059999847412109375e+01,1.134000015258789062e+01,1.560026000976562500e+03,6.812000274658203125e+01,8.869999885559082031e+00,8.039999961853027344e+00,5.900000095367431641e+00
5.100000000000000000e+01,1.006000041961669922e+01,1.599678955078125000e+03,6.944000244140625000e+01,8.050000190734863281e+00,7.900000095367431641e+00,6.000000000000000000e+00
5.150000000000000000e+01,9.449999809265136719e+00,1.599678955078125000e+03,7.173999786376953125e+01,7.659999847412109375e+00,7.679999828338623047e+00,6.599999904632568359e+00
5.190000152587890625e+01,8.529999732971191406e+00,1.599678955078125000e+03,6.706999969482421875e+01,7.309999942779541016e+00,7.429999828338623047e+00,7.199999809265136719e+00
5.229999923706054688e+01,7.130000114440917969e+00,1.616115966796875000e+03,7.255999755859375000e+01,6.829999923706054688e+00,7.500000000000000000e+00,8.100000381469726562e+00
5.259999847412109375e+01,6.239999771118164062e+00,1.616115966796875000e+03,8.009999847412109375e+01,5.980000019073486328e+00,7.389999866485595703e+00,8.100000381469726562e+00
5.279999923706054688e+01,5.539999961853027344e+00,1.616115966796875000e+03,8.377999877929687500e+01,6.110000133514404297e+00,7.730000019073486328e+00,8.600000381469726562e+00
5.300000000000000000e+01,5.489999771118164062e+00,1.651853027343750000e+03,8.472000122070312500e+01,6.900000095367431641e+00,8.229999542236328125e+00,8.800000190734863281e+00
