-1.0563191;-0.8516651;-2.0314891;1.2113742
-0.93953854;-0.8709433;-1.9492474;1.2963915
-0.9812459;-0.89285135;-1.8925214;1.3213291
-1.0424167;-0.895389;-1.9951414;1.1041307
-1.0479777;-0.8802903;-2.120469;0.9108433
-0.9228556;-0.8775904;-2.203483;0.7534192
-0.8922703;-0.9024827;-2.1927078;0.67032355
-0.9200752;-0.91639256;-2.2260423;0.5446226
-0.90339226;-0.9181722;-2.2507172;0.49099427
-0.88114834;-0.945865;-2.1827433;0.5096854
-0.88114834;-0.94541305;-2.2916477;0.29503143
-0.8227581;-0.9441258;-2.3193414;0.2432187
-0.81163615;-0.95881325;-2.3466308;0.119511835
-0.7337824;-1.011661;-2.220837;0.15999821
-0.67261165;-1.0048908;-2.2541687;0.11273693
-0.65592873;-1.006468;-2.2015657;0.21350981
-0.6253434;-1.0111358;-2.219668;0.151059
-0.589197;-1.0447882;-2.1727142;0.1092027
-0.5975384;-1.0143824;-2.2699654;0.039894655
-0.583636;-0.99361616;-2.3259678;0.009911912
-0.583636;-1.0316513;-2.1886306;0.12566827
-0.55027014;-1.079874;-2.1706388;-0.03493775
-0.5141238;-1.0818146;-2.0899835;0.11706547
-0.5252457;-1.0528586;-2.129788;0.15176198
-0.5141238;-1.0701103;-2.0727637;0.18621731
-0.51968473;-1.117831;-2.0837967;-0.026506696
-0.458514;-1.141283;-2.1061873;-0.16238654
-0.4557335;-1.1282804;-2.1222875;-0.14892359
-0.4779774;-1.1794618;-1.941623;0.0073254234
-0.46129447;-1.2106576;-1.922653;-0.08418443
-0.4890994;-1.1631954;-1.9885495;-0.028347962
-0.44461155;-1.1375753;-2.1076508;-0.16279179
-0.4557335;-1.1408353;-2.1543584;-0.27136135
-0.44461155;-1.1639445;-2.0658565;-0.1917088
-0.44461155;-1.1844149;-1.9787598;-0.105515175
-0.44461155;-1.2332511;-1.8524474;-0.051905066
-0.44739205;-1.2591945;-1.8385082;-0.13503207
-0.37787983;-1.2759804;-1.84415;-0.21091864
-0.31392857;-1.2943326;-1.7397269;-0.073650464
-0.3055871;-1.2997391;-1.7062567;-0.020980254
-0.36675787;-1.250605;-1.6156814;0.35320416
-0.45017254;-1.1548083;-1.730792;0.5034417
-0.5224652;-1.111341;-1.6279095;0.8780366
-0.8144165;-1.0642189;-1.527926;1.2637366
-0.94509953;-1.0523266;-1.4623054;1.4355094
-0.9284166;-1.0296686;-1.3040189;1.8366678
-1.1035874;-1.0255245;-1.3071656;1.8439676
-1.0201727;-1.0125703;-1.3495338;1.8107812
-1.089685;-1.0858369;-1.1891242;1.8317655
-0.8533434;-1.2117324;-1.0374764;1.626143
-0.7893922;-1.2807586;-1.0201483;1.3834791
-0.77827024;-1.2808325;-1.1239562;1.1667902
-0.64758724;-1.2421716;-1.3106697;0.943904
-0.6058799;-1.275269;-1.2623444;0.9057727
-0.589197;-1.2907498;-1.2876309;0.7841735
-0.6030994;-1.2982689;-1.3073757;0.71633327
-0.5002214;-1.2959396;-1.3905679;0.55897987
-0.4557335;-1.3040421;-1.4817879;0.3384742
-0.47241643;-1.3459005;-1.4461659;0.23865522
-0.33617246;-1.3563943;-1.4582572;0.1722732
-0.31392857;-1.398928;-1.3703477;0.1690966
-0.3055871;-1.409783;-1.3278563;0.21029042
-0.23329441;-1.5119962;-1.1044216;0.25021893
-0.17212366;-1.4815266;-1.0934353;0.38845983
-0.16656268;-1.4868202;-1.0593355;0.43515497
-0.16934316;-1.516997;-1.1480554;0.1326019
-0.16934316;-1.5046396;-1.1899002;0.09729015
