best epoch, train loss, train mae, valid loss, valid mae, test loss, test mae
00000025, 0.14589989, 0.25800002, 0.18508115, 0.34023714, 0.32688725, 0.32720757
00000075, 0.01347166, 0.09035040, 0.11308345, 0.26212373, 0.07750039, 0.18920656
00000175, 0.01439358, 0.08522497, 0.12723109, 0.27785069, 0.04996209, 0.17493214
00000350, 0.00941524, 0.06995598, 0.10618549, 0.25757176, 0.03955882, 0.14793979
